index,employees,CEO_age,Name,Symbol,ipoDate,sector,IPO_weekday,firstday_volume,inweek_volume,Y_Open_Price,intra_day_up,intra_week_up,intra_month_up,SP500_lastweek_return,positive,negative,neutral
2049,1580.0,54.78709677419355,"Limbach Holdings, Inc.",LMB,2014-08-11,Basic Industries,0,2000.0,181289.31,9.449999809265137,0,0,0,0.0004848982134973661,0.33,0.33,0.33
2050,7447.2628409493445,54.78709677419355,First Trust Low Duration Opportunities ETF,LMBS,2014-11-04,Other,1,0.0,2105.3192,50.08000183105469,1,1,1,0.0034378433461288277,0.2550716653009527,0.3161956964139926,0.4287326365346967
2060,7447.2628409493445,54.78709677419355,Global X Longevity Thematic ETF,LNGR,2016-05-09,Other,0,0.0,1284.7419999999997,15.390000343322754,0,1,1,-0.0011682202029519623,0.1666074940837335,0.087683666159232,0.7457088423177031
2070,10000.0,63.0,"Grand Canyon Education, Inc.",LOPE,2008-11-20,Consumer Services,3,4610305.0,2318810.01,10.0,0,0,0,-0.024090125188387317,0.3344628795123909,0.1818894749626562,0.4836476445538787
2083,7486.0,47.0,La Quinta Holdings Inc.,LQ,2014-04-09,Consumer Services,2,24900260.0,6613901.773,16.75,0,0,0,2.1084460389651583e-05,0.267061856640352,0.0812207678811782,0.6517173769367248
2084,794.0,49.0,"Liquidity Services, Inc.",LQDT,2006-02-23,Miscellaneous,3,4363438.0,2007941.1699999997,12.4399995803833,1,1,0,0.002810490274393253,0.33,0.33,0.33
2085,4750.0,64.0,K12 Inc,LRN,2007-12-13,Consumer Services,3,4292100.0,593339.67,19.75,0,0,0,0.002566060849038432,0.33,0.33,0.33
2086,114.0,56.0,"Lake Shore Bancorp, Inc.",LSBK,2006-04-04,Finance,1,383384.0,517551.66000000003,10.779999732971191,1,1,1,0.0003380562362826911,0.33,0.33,0.33
2087,7447.2628409493445,57.0,Liberty Media Corporation,LSXMA,2016-04-18,Consumer Services,0,4358740.0,8147198.809899999,27.531957626342773,0,0,0,0.003639818687535839,0.1187647366762953,0.3219617325488805,0.5592735348162688
2088,7447.2628409493445,57.0,Liberty Media Corporation,LSXMB,2016-04-21,Consumer Services,3,263.0,1370.1261999999995,33.431663513183594,0,1,1,0.0020602582798059377,0.1255707179728092,0.2824281245958423,0.5920011581837888
2089,7447.2628409493445,57.0,Liberty Media Corporation,LSXMK,2016-04-18,Consumer Services,0,6858271.0,9508827.969999999,27.571287155151367,0,0,0,0.003639818687535839,0.1187647366762953,0.3219617325488805,0.5592735348162688
2092,3228.0,57.0,"Liberty TripAdvisor Holdings, Inc.",LTRPA,2014-08-27,Technology,2,490457.0,6148191.02,38.099998474121094,1,1,1,0.0020463735019187823,0.0886681057911898,0.028966993891767,0.8823649095637458
2093,3228.0,57.0,"Liberty TripAdvisor Holdings, Inc.",LTRPB,2014-08-29,Technology,4,537.0,1727.7600000000002,42.0,0,1,1,0.0012109518977427053,0.1006498168025052,0.0508958606303414,0.8484543173602133
2096,13400.0,54.78709677419355,lululemon athletica inc.,LULU,2007-07-27,Consumer Non-Durables,4,29255968.0,20260953.21,12.5,0,0,0,-0.008193059923537757,0.33,0.33,0.33
2097,198.0,51.0,Luna Innovations Incorporated,LUNA,2006-06-02,Health Care,4,674606.0,442134.398,6.0,0,0,1,0.003597996275791921,0.33,0.33,0.33
2098,7447.2628409493445,54.78709677419355,Legg Mason Low Volatility High Dividend ETF,LVHD,2015-12-28,Other,0,0.0,11733.130000000001,25.170000076293945,1,1,1,-0.0010859614558091607,0.1186214909658476,0.0980001912246988,0.7833783185129525
2105,13400.0,50.0,LyondellBasell Industries NV,LYB,2010-04-28,Basic Industries,2,5244395.0,31079769.790000003,22.25,1,1,1,-0.0006841282288011825,0.0648427021900011,0.0397947067995705,0.8953625857830048
2108,13400.0,57.0,Mastercard Incorporated,MA,2006-05-25,Miscellaneous,3,394251000.0,281187091.42999995,4.03000020980835,0,0,0,-0.002102023129627833,0.33,0.33,0.33
2112,58.0,60.0,Main Street Capital Corporation,MAIN,2007-10-05,Other,4,142400.0,85020.6,14.880000114440918,1,1,1,0.0030039585469550578,0.2239508764227716,0.2455287824907317,0.5305203399280223
2119,340.0,40.0,"Remark Holdings, Inc.",MARK,2007-10-03,Consumer Services,2,56163.0,176866.7,920.0,1,1,1,0.0020607342661417122,0.33,0.33,0.33
2120,4600.0,52.0,Masimo Corporation,MASI,2007-08-08,Health Care,2,5245288.0,2726084.1799999997,19.0,1,1,0,0.002393091571437903,0.33,0.33,0.33
2123,6400.0,61.0,Maxar Technologies Ltd.,MAXR,2009-09-09,Technology,2,200.0,570.4899999999999,28.5,1,1,0,0.0006832827669562518,0.33,0.33,0.33
2125,7447.2628409493445,54.78709677419355,iShares MBS ETF,MBB,2007-03-13,Other,1,0.0,33899209.3948874,100.8499984741211,1,1,1,-0.0008947316239544653,0.33,0.33,0.33
2130,6.0,54.78709677419355,"Mustang Bio, Inc.",MBIO,2017-08-22,Health Care,1,40056.0,637009.0247,9.5,0,0,0,0.0006851658521675542,0.1625096043571829,0.0566502301107075,0.7808401543985714
2132,7447.2628409493445,54.78709677419355,FlexShares Disciplined Duration MBS Index Fund,MBSD,2014-09-03,Other,2,0.0,3802.8202,24.959999084472656,1,1,1,0.0008851647812122712,0.33,0.33,0.33
2142,7447.2628409493445,54.78709677419355,iShares MSCI China ETF,MCHI,2011-03-29,Other,1,0.0,36978.0314,51.689998626708984,1,1,1,0.004451907576965897,0.0847771410745653,0.0972498929902408,0.8179729618931206
2151,8.0,75.0,"Madrigal Pharmaceuticals, Inc.",MDGL,2007-02-06,Health Care,1,74883.0,34153.15000000001,350.0,1,1,1,0.002578230077745904,0.33,0.33,0.33
2152,27.0,54.0,Medigus Ltd.,MDGS,2015-08-05,Health Care,2,21.0,1020.0,2712.0,1,1,1,0.0022242692184954688,0.2133807512755329,0.0592979341745376,0.727321315456081
2153,7447.2628409493445,54.78709677419355,First Trust Multi-Asset Diversified Income Index Fund,MDIV,2012-08-13,Other,0,0.0,372043.44810000004,20.1299991607666,1,1,1,0.004063909451750122,0.2176701768434473,0.4418363032976583,0.3404935211209314
2163,5582.0,45.0,"MercadoLibre, Inc.",MELI,2007-08-10,Miscellaneous,4,9800480.0,6543614.599999999,22.0,0,0,0,-0.0010164967723199794,0.33,0.33,0.33
2172,59179.0,65.0,"Mizuho Financial Group, Inc.",MFG,2006-11-08,Finance,2,108500.0,233494.09999999995,14.899999618530273,1,1,1,0.0008193751263345332,0.33,0.33,0.33
2173,7447.2628409493445,50.0,Micro Focus Intl PLC,MFGP,2017-08-17,Technology,3,4396.0,1220645.78,28.714000701904297,1,1,1,-0.0025763404284362573,0.2927712245914404,0.0598675794438809,0.6473611974668119
2177,6000.0,57.0,Mistras Group Inc,MG,2009-10-08,Consumer Services,3,6391377.0,1691879.0526000003,12.300000190734863,0,0,0,0.0007383648133879912,0.1811144994381739,0.0257891475089958,0.7930963483391976
2184,105.0,50.0,"Magyar Bancorp, Inc.",MGYR,2006-01-24,Finance,1,436608.0,231942.43999999992,8.599509239196777,1,1,1,-0.0021195656726259765,0.33,0.33,0.33
2186,219.0,61.0,"Maiden Holdings, Ltd.",MHLD,2008-05-06,Finance,1,868186.0,2938552.07,10.0,1,1,1,0.002101152107185406,0.33,0.33,0.33
2191,7447.2628409493445,54.78709677419355,Global X Millennials Thematic ETF,MILN,2016-05-04,Other,2,0.0,118834.07299999999,14.84000015258789,1,1,1,-0.0025107619350764887,0.1565040945134539,0.067060226550155,0.7764356794306578
2193,197.0,62.0,"Mitcham Industries, Inc.",MINDP,2016-06-14,Technology,1,14375.0,16050.5875,24.899999618530273,1,1,1,-0.001615817469453543,0.1173637684168559,0.0945273356179573,0.7881088899714607
2194,3820.0,53.0,Mitel Networks Corporation,MITL,2010-04-22,Technology,3,5993574.0,3038729.9249999993,13.079999923706055,1,1,1,0.0013843750462957224,0.1297830530971872,0.1057283417778272,0.7644886013631728
2266,81.0,54.0,"Malvern Bancorp, Inc.",MLVF,2008-05-20,Finance,1,8200.0,272989.55000000005,10.206549644470215,1,1,1,0.0025858586672168338,0.33,0.33,0.33
2283,9.0,65.0,"MediciNova, Inc.",MNOV,2006-12-07,Health Care,3,172686.0,407621.82999999996,11.25,0,0,0,0.0021181439830128307,0.33,0.33,0.33
2296,101.0,31.0,"Moxian, Inc.",MOXC,2014-04-11,Technology,4,4500.0,7111.160000000003,32.0,0,0,0,-0.005730950489914756,0.0608302019536495,0.028959846124053,0.910209894180298
2300,43800.0,63.0,Marathon Petroleum Corporation,MPC,2011-06-23,Energy,3,5097542.0,21777637.2175,19.375,1,1,1,-0.00044432320828548456,0.1570095134957227,0.0455545074655673,0.7974359709769487
2309,0.0,61.0,Meridian Bank,MRBK,2017-11-07,Other,1,648234.0,177504.98459999997,17.5,1,1,0,0.0005304696816408327,0.2552798761100304,0.1214883896953812,0.62323174116815
2311,7447.2628409493445,58.0,Monroe Capital Corporation,MRCC,2012-10-25,Other,3,692571.0,240766.3375,14.75,1,1,1,-0.004141734269239107,0.177949032455217,0.0996087984531186,0.722442154888995
2323,3038.0,59.0,MSCI Inc,MSCI,2007-11-15,Miscellaneous,3,11770500.0,2503281.238999999,23.0,0,0,0,-0.006487130633541243,0.33,0.33,0.33
2331,1700.0,54.78709677419355,"Medical Transcription Billing, Corp.",MTBCP,2015-11-04,Technology,2,1350.0,4084.3799999999997,25.049999237060547,1,1,1,0.002154682950824232,0.1522561318890841,0.0419661938972599,0.8057776753966873
2339,7.0,52.0,MTGE Investment Corp.,MTGE,2011-08-04,Consumer Services,3,2772502.0,4365054.42,19.0,1,1,1,-0.014640985063673109,0.0445322487503289,0.0515613853931427,0.9039063155651093
2345,84.0,54.78709677419355,Midatech Pharma PLC,MTP,2015-12-07,Health Care,0,14650.0,205563.2615,2022.5,1,1,1,-0.0007428371387993333,0.2764218699025071,0.0329776850083599,0.6906004457370095
2351,1188.0,52.0,"MuleSoft, Inc.",MULE,2017-03-17,Technology,4,15197507.0,8666855.568899998,24.25,0,1,1,0.0009271284176386452,0.1488462446257471,0.0295595280360429,0.8215942278504371
2357,0.0,54.78709677419355,MV Oil Trust,MVO,2007-01-19,Energy,4,1402200.0,1277077.4100000001,21.5,1,1,1,0.0018545677892361104,0.33,0.33,0.33
2358,2600.0,53.0,MUELLER WATER PRODUCTS,MWA,2006-05-26,Capital Goods,4,16332600.0,4259342.720000001,16.5,1,1,1,0.0011208921961426738,0.33,0.33,0.33
2365,5275.0,53.0,"MYR Group, Inc.",MYRG,2008-08-12,Basic Industries,1,513499.0,33899209.3948874,16.0,0,0,1,0.0034225943740919806,0.33,0.33,0.33
2368,0.0,49.0,Mazor Robotics Ltd.,MZOR,2013-05-28,Health Care,1,183939.0,463251.2842,8.960000038146973,0,0,0,0.0008438558627471084,0.2022935712916983,0.0294631048741321,0.7682433161470625
2371,12.0,59.0,"NanoVibronix, Inc.",NAOV,2015-05-28,Health Care,3,2500.0,70.0,3.75,1,1,0,-0.0005508574923583127,0.0851110025929907,0.0834665232493231,0.8314224630594254
2372,0.0,50.0,Navios Maritime Midstream Partners LP,NAP,2014-11-13,Other,3,5676838.0,1647907.7499999998,0.10499999672174454,0,0,1,0.0019244576574672934,0.1485896039606824,0.0490726089357571,0.8023377880033127
2375,6700.0,54.0,Navient Corporation,NAVI,2014-04-17,Finance,3,951088.0,4085625.26,15.0,1,1,1,0.0010533687108960712,0.2374829798936844,0.0373665119210878,0.7251504957675934
2376,7447.2628409493445,54.78709677419355,Nuveen Build America Bond Fund,NBB,2010-04-28,Other,2,440678.0,299072.1964,20.0,1,1,1,-0.0006841282288011825,0.33,0.33,0.33
2387,572.0,52.0,"National CineMedia, Inc.",NCMI,2007-02-08,Consumer Services,3,28444700.0,9860352.620000001,25.5,1,1,1,0.0019411771349978149,0.33,0.33,0.33
2397,7447.2628409493445,62.0,"Tortoise Energy Independence Fund, Inc.",NDP,2012-07-27,Other,4,688366.0,322248.53,199.60000610351562,1,1,1,0.0014304471120889664,0.1453433798523534,0.0956624568516918,0.758994174591445
2398,13.0,51.0,ENDRA Life Sciences Inc.,NDRA,2017-06-30,Health Care,4,825.0,8742.8576,79.69999694824219,1,1,1,-0.000701516386741747,0.169523368947781,0.0253684836654708,0.8051081391481253
2406,111.0,54.78709677419355,Neptune Technologies & Bioresources Inc,NEPT,2007-08-13,Health Care,0,1700.0,33899209.3948874,159.25,1,1,1,-0.0017100080806068713,0.33,0.33,0.33
2408,7447.2628409493445,48.0,National Energy Services Reunited Corp.,NESR,2017-06-05,Energy,0,10435.0,118908.14510000002,9.449999809265137,0,0,0,0.0018784405318677771,0.3251826020665163,0.1512909691852883,0.5235264381553121
2411,7447.2628409493445,55.0,Nuveen Enhanced Municipal Value Fund,NEV,2009-09-25,Other,4,259558.0,202369.68469999998,15.0,1,1,1,-0.0032750029995305407,0.33,0.33,0.33
2417,7447.2628409493445,41.0,NextDecade Corporation,NEXT,2015-06-16,Public Utilities,1,4000.0,199.4,10.100000381469727,1,1,1,0.00025683981331316364,0.33,0.33,0.33
2418,352.0,52.0,"Northfield Bancorp, Inc.",NFBK,2007-11-08,Finance,3,961964.0,1262195.2400000002,7.142347812652588,1,1,1,-0.005211525686250226,0.33,0.33,0.33
2430,1500.0,55.0,Ingevity Corporation,NGVT,2016-05-03,Basic Industries,1,2168.0,1095833.18,23.0,0,0,0,-0.001921498587279889,0.33,0.33,0.33
2436,7447.2628409493445,54.78709677419355,Nuveen Intermediate Duration Municipal Term Fund,NID,2012-12-06,Other,3,1488704.0,996410.4900000001,14.899999618530273,1,1,1,0.0015320849204404987,0.33,0.33,0.33
2437,7447.2628409493445,51.0,AllianzGI Equity & Convertible Income Fund,NIE,2007-02-22,Other,3,0.0,396001.0000000001,25.0,1,1,1,0.002284241507167693,0.33,0.33,0.33
2440,7447.2628409493445,54.78709677419355,Nuveenn Intermediate Duration Quality Municipal Term Fund,NIQ,2013-02-07,Other,3,0.0,1580321.3400000012,14.800000190734863,1,1,1,0.00017304568979733696,0.33,0.33,0.33
2452,7447.2628409493445,46.0,New Mountain Finance Corporation,NMFC,2011-05-20,Other,4,3644671.0,1063959.65,13.25,1,1,1,-0.000921624556592853,0.2891228770470926,0.0473490938804769,0.6635280285504589
2454,0.0,50.0,Navios Maritime Partners LP,NMM,2007-11-13,Transportation,1,6867900.0,2276463.8299999996,288.75,1,1,1,-0.0025762391692463987,0.33,0.33,0.33
2461,0.0,58.0,North American Construction Group Ltd.,NOA,2006-11-22,Energy,2,5335000.0,1763126.27,15.5,1,1,1,0.0022231166456687496,0.33,0.33,0.33
2463,136.0,54.78709677419355,"NI Holdings, Inc.",NODK,2017-03-16,Finance,3,1748591.0,809184.5999,14.100000381469727,0,0,0,0.0007885712219176508,0.1130730311075846,0.0492079742252826,0.8377189437548319
2467,2034.0,48.0,Novanta Inc.,NOVT,2010-07-26,Miscellaneous,0,777.0,199798.80999999997,6.900000095367432,0,1,1,0.002527530176328912,0.33,0.33,0.33
2483,7600.0,50.0,Nationstar Mortgage Holdings Inc.,NSM,2012-03-08,Finance,3,8942032.0,6683952.57,13.569999694824219,0,0,0,-0.00062085780642575,0.1417933618594568,0.0816089149774535,0.7765977206344243
2502,7447.2628409493445,54.78709677419355,Nuveen AMT-Free Municipal Value Fund,NUW,2009-02-25,Other,2,105400.0,255666.51,15.0,1,1,1,-0.01074284550407058,0.33,0.33,0.33
2503,110.0,54.78709677419355,Neovasc Inc.,NVCN,2009-10-14,Health Care,2,2500.0,5507.474399999996,8750.0,0,0,1,0.006953187479203466,0.33,0.33,0.33
2507,2023.0,70.0,"NV5 Global, Inc.",NVEE,2013-09-30,Consumer Services,0,100.0,1056.3999999999999,7.699999809265137,0,0,0,-0.0034129554077885365,0.33,0.33,0.33
2522,26000.0,56.0,News Corporation,NWS,2013-06-19,Consumer Services,2,7716950.0,7991698.369000001,15.210000038146973,1,1,1,-0.0011595142439585957,0.1799092436317218,0.118121664725032,0.7019690908851268
2523,26000.0,56.0,News Corporation,NWSA,2013-06-19,Consumer Services,2,31981441.0,52331533.61,15.279999732971191,1,1,1,-0.0011595142439585957,0.1799092436317218,0.118121664725032,0.7019690908851268
2529,2.0,54.78709677419355,"NexPoint Residential Trust, Inc.",NXRT,2015-03-19,Consumer Services,3,300.0,110116.11,15.5,1,1,1,0.0031583412125898275,0.0722179636359214,0.0415800884366035,0.8862018585205078
2536,7447.2628409493445,59.0,"New York Mortgage Trust, Inc.",NYMTO,2015-04-17,Consumer Services,4,804700.0,912876.7549999999,24.65999984741211,1,1,1,-3.3238442674919456e-05,0.2172298116836747,0.2051980093163905,0.5775721806497337
2539,0.0,55.0,"New York REIT, Inc.",NYRT,2014-04-15,Consumer Services,1,378977.0,662580.1,107.5,1,1,1,-0.0016397601594171046,0.2108892327744742,0.1857340440714769,0.6033767233925814
2551,114.0,33.0,OCI Partners LP,OCIP,2013-10-04,Basic Industries,4,17462512.0,5921460.7,17.25,1,1,0,-0.00017313176476279373,0.2080312884102264,0.0238842962620158,0.7680844277143478
2554,7447.2628409493445,41.0,Oaktree Strategic Income Corporation,OCSI,2013-07-12,Other,4,2349894.0,1266344.68,14.119999885559082,1,1,1,0.005761331798070955,0.33,0.33,0.33
2555,0.0,41.0,Oaktree Specialty Lending Corporation,OCSL,2008-06-12,Other,3,3913400.0,1884837.91,13.119999885559082,1,1,1,-0.003854111787703261,0.33,0.33,0.33
2559,181.0,58.0,"Orion Energy Systems, Inc.",OESX,2007-12-19,Consumer Durables,2,5378630.0,1073351.38,17.489999771118164,0,0,1,-0.005977834735089267,0.33,0.33,0.33
2560,81.0,44.0,Oconee Federal Financial Corp.,OFED,2011-01-14,Finance,4,169500.0,119526.23999999999,11.029999732971191,1,1,1,0.0018660624058846212,0.1715987883508205,0.0231059864163398,0.8052952289581299
2562,7447.2628409493445,44.0,OFS Capital Corporation,OFS,2012-11-08,Other,3,3141100.0,1247585.131,14.75,1,1,1,-0.0034557068562125004,0.3663197429850697,0.0259005866013466,0.6077796725556255
2563,3500.0,57.0,"ONE Gas, Inc.",OGS,2014-01-16,Public Utilities,3,786136.0,1926764.8700000003,33.0099983215332,1,1,1,0.0006433728671599859,0.2788766182705516,0.3316688834600905,0.3894544970625468
2569,7447.2628409493445,54.78709677419355,The Long-Term Care ETF,OLD,2016-06-08,Other,2,0.0,18387.864999999998,25.1200008392334,1,1,1,0.0013627052452749946,0.2869106473888663,0.224157820923288,0.4889315318756276
2572,7447.2628409493445,64.0,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,OMAB,2006-11-29,Transportation,2,12209354.0,5895035.859999999,22.0,1,1,1,-0.00015380543818881747,0.33,0.33,0.33
2576,173.0,58.0,Omeros Corporation,OMER,2009-10-08,Health Care,3,2964360.0,1303206.4278999995,8.800000190734863,1,1,1,0.0007383648133879912,0.2109327413141727,0.0173146003857254,0.771752655506134
2578,10100.0,55.0,"OneMain Holdings, Inc.",OMF,2013-10-16,Finance,2,17412380.0,4723396.699999999,19.100000381469727,1,1,1,0.0038853035245310285,0.33,0.33,0.33
2590,113.0,57.0,"Organovo Holdings, Inc.",ONVO,2012-02-14,Health Care,1,14245.0,43140.75,33.0,0,1,0,0.0006011489056838412,0.0619005430489777,0.0561057236045598,0.8819936513900757
2599,11.0,38.0,"Opiant Pharmaceuticals, Inc.",OPNT,2009-12-02,Basic Industries,2,59.0,2721.5,1.2000000476837158,0,0,0,0.0023662903155316733,0.33,0.33,0.33
2602,29.0,54.78709677419355,"Ocean Power Technologies, Inc.",OPTT,2007-04-25,Public Utilities,2,30646.0,152913.59999999998,4000.0,1,1,1,0.0026258738226747147,0.33,0.33,0.33
2607,0.0,58.0,"Orchid Island Capital, Inc.",ORC,2013-02-14,Consumer Services,3,244295.0,70847.30000000002,73.0,1,1,1,0.0009534001946083702,0.2370701890985865,0.0809374902905387,0.6819923248115953
2608,7447.2628409493445,54.78709677419355,The Organics ETF,ORG,2016-06-08,Other,2,0.0,34939.4584,0.30000001192092896,0,0,0,0.0013627052452749946,0.3865107416100047,0.1023731666269025,0.5111160968044641
2610,1160.0,47.0,Ocean Rig UDW Inc.,ORIG,2011-09-19,Energy,0,1.0,2823863.0,137614.671875,1,1,1,0.0022787536794008595,0.339590664131959,0.1083152561424005,0.5520940768581472
2613,2625.0,52.0,"Orion Group Holdings, Inc.",ORN,2007-12-20,Basic Industries,3,25800.0,388404.85999999987,16.0,1,1,1,-0.0016676522749875205,0.33,0.33,0.33
2630,2192.0,59.0,OUTFRONT Media Inc.,OUT,2014-03-28,Consumer Services,4,15766079.0,7692876.806,30.100000381469727,1,1,1,-0.00023044547321924926,0.1538568499187627,0.3319101581970849,0.5142330378293991
2634,3.0,50.0,Oxbridge Re Holdings Limited,OXBR,2014-03-27,Finance,3,224062.0,176696.9667,6.760000228881836,1,1,1,-0.001769284218969745,0.1375704800428927,0.2254482555501865,0.6369812672711769
2636,0.0,52.0,Oxford Lane Capital Corp.,OXLC,2011-01-20,Other,3,106650.0,55256.11,19.700000762939453,1,1,1,0.001196042903625754,0.1297508471831679,0.2781781479095419,0.5920710017283758
2637,0.0,52.0,Oxford Lane Capital Corp.,OXLCM,2017-06-08,Other,3,628425.0,285470.24000000005,24.8700008392334,1,1,1,0.0012368045609584108,0.1099808122551285,0.2879840517940231,0.6020351372599362
2641,1938.0,54.0,"Pandora Media, Inc.",P,2011-06-15,Consumer Services,2,42152450.0,30024298.169999998,20.0,1,1,1,-0.0022709924348662974,0.3022922220903289,0.1119981969415087,0.5857095776219862
2643,7447.2628409493445,63.0,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",PAC,2006-02-24,Transportation,4,20600600.0,8302491.710000001,28.6200008392334,1,1,1,0.0015591607389101433,0.33,0.33,0.33
2648,7447.2628409493445,54.78709677419355,PowerShares Global Agriculture Portfolio,PAGG,2008-09-18,Other,3,0.0,12531.889500000001,27.18000030517578,1,1,1,-0.0016191725699170917,0.29446941614151,0.0396646335721015,0.6658658981323242
2653,0.0,47.0,Pampa Energia S.A.,PAM,2009-10-09,Public Utilities,4,330619.0,872490.4,13.100000381469727,1,1,1,0.0020196448866741496,0.33,0.33,0.33
2654,504.0,60.0,Pangaea Logistics Solutions Ltd.,PANL,2013-12-19,Transportation,3,27500.0,192.40000000000003,9.619999885559082,1,1,1,0.0005854629129900932,0.33,0.33,0.33
2656,905.0,53.0,"Par Pacific Holdings, Inc.",PARR,2012-09-05,Energy,2,11.0,1420.9104000000004,0.6000000238418579,0,0,0,-0.000774139661055392,0.1315260032305912,0.4283434682031523,0.4401305052546822
2657,857.0,56.0,"Patriot Transportation Holding, Inc.",PATI,2015-02-02,Transportation,0,4573.0,48431.4,18.0,1,1,1,-0.002900192801896636,0.1507131138985807,0.02470353288068,0.8245833678679033
2673,109.0,60.0,"Poage Bankshares, Inc.",PBSK,2011-09-13,Finance,1,1082130.0,415775.81560000003,10.899999618530273,1,1,1,-0.0036148080828878166,0.0848429054021835,0.1060057803988456,0.809151291847229
2674,318.0,47.0,Puma Biotechnology Inc,PBYI,2012-04-20,Health Care,4,419180.0,625977.5499999999,13.0,0,0,1,0.0010667200162140591,0.0822002626501205,0.0274103019023086,0.8903894380825322
2679,0.0,54.78709677419355,PCSB Financial Corporation,PCSB,2017-04-21,Finance,4,4725234.0,1809915.1172,15.800000190734863,1,1,0,-0.0002941194968943802,0.0967976748943328,0.0247743153944611,0.8784279942512512
2683,7447.2628409493445,54.78709677419355,PowerShares Optimum Yield Diversified Commodity Strategy No K-,PDBC,2014-11-05,Other,2,0.0,18368.249000000003,25.15999984741211,1,1,1,0.0044667098899884294,0.33,0.33,0.33
2685,7447.2628409493445,54.78709677419355,PIMCO Dynamic Income Fund,PDI,2012-05-25,Other,4,1904078.0,1116333.1040000003,25.0,1,1,1,-0.000715544606062427,0.027937663719058,0.1812090575695037,0.7908532619476318
2687,7447.2628409493445,54.78709677419355,PowerShares DWA Momentum Portfolio,PDP,2007-02-28,Other,2,0.0,667673.9700000002,23.68000030517578,1,1,0,-0.004771426399695538,0.33,0.33,0.33
2691,28.0,61.0,Pebblebrook Hotel Trust,PEB,2009-12-09,Consumer Services,2,3412811.0,1948580.12,20.0,1,1,1,6.823799451674947e-05,0.153115689754486,0.0258371060275855,0.8210472078884349
2697,7447.2628409493445,47.0,Perion Network Ltd,PERI,2006-01-31,Technology,1,817641.0,1131796.8925,27.6299991607666,1,1,1,0.0020999533819539957,0.33,0.33,0.33
2703,7447.2628409493445,54.78709677419355,PowerShares DWA Consumer Cyclicals Momentum Portfolio,PEZ,2006-10-11,Other,2,0.0,16111.38,25.25,1,1,1,0.0019975374340966807,0.33,0.33,0.33
2704,4900.0,49.0,"Pinnacle Foods, Inc.",PF,2013-03-28,Consumer Non-Durables,3,24569030.0,12039655.8395,22.260000228881836,1,1,1,0.001928958053034026,0.2019726601089128,0.0395186124134911,0.7585087265040472
2707,7447.2628409493445,54.78709677419355,iShares U.S. Preferred Stock ETF,PFF,2007-03-26,Other,0,0.0,33899209.3948874,50.150001525878906,1,1,1,0.004599197574629962,0.33,0.33,0.33
2710,7447.2628409493445,54.78709677419355,PowerShares DWA Financial Momentum Portfolio,PFI,2006-10-11,Other,2,0.0,26904.75,25.059999465942383,1,1,1,0.0019975374340966807,0.33,0.33,0.33
2714,7447.2628409493445,52.0,PennantPark Floating Rate Capital Ltd.,PFLT,2011-04-08,Other,4,1581308.0,1608944.7420000006,14.100000381469727,1,1,1,-6.018798955549036e-06,0.0369341261684894,0.0550524406135082,0.9080133438110352
2720,3189.0,54.0,"PennyMac Financial Services, Inc.",PFSI,2013-05-09,Finance,3,6508140.0,1918871.93,18.25,1,0,0,0.00260354172588476,0.0837305191159248,0.0326313244923948,0.8836381554603576
2729,2700.0,51.0,"PGT Innovations, Inc.",PGTI,2006-06-28,Capital Goods,2,3573301.0,724094.1299999998,14.5,0,0,0,0.0006931428861906326,0.33,0.33,0.33
2730,7447.2628409493445,54.78709677419355,Principal Real Estate Income Fund,PGZ,2013-06-26,Other,2,218437.0,159988.31000000003,20.0,1,1,1,-0.0030654497355921484,0.220384538374031,0.3546198545613857,0.4249956081874545
2742,7447.2628409493445,54.78709677419355,PowerShares Global Water Portfolio,PIO,2007-06-13,Other,2,101900.0,948111.0650000001,24.43000030517578,1,1,1,-0.002135139815621396,0.33,0.33,0.33
2743,68.0,39.0,"Pieris Pharmaceuticals, Inc.",PIRS,2014-12-29,Health Care,0,1000.0,1053.8,2.75,0,0,0,0.005453447414646706,0.2286042221463643,0.0292806139645667,0.7421151766410241
2744,5074.0,57.0,"ShiftPixy, Inc.",PIXY,2017-06-30,Technology,4,1274489.0,8151531.148999999,25600.0,0,0,1,-0.000701516386741747,0.2990503283217549,0.0501870783045887,0.6507625728845596
2747,7447.2628409493445,57.0,PJT Partners Inc.,PJT,2015-09-22,Finance,1,5269.0,209917.81999999998,30.0,1,1,1,-0.0012901143817020122,0.2831627396358685,0.0450936221221292,0.671743621880358
2752,7447.2628409493445,54.78709677419355,PowerShares BuyBack Achievers Portfolio,PKW,2006-12-20,Other,2,92600.0,179198.05,25.030000686645508,1,1,1,0.0010634628186067133,0.33,0.33,0.33
2761,7447.2628409493445,54.78709677419355,PowerShares 1-30 Laddered Treasury Portfolio,PLW,2007-10-10,Other,2,0.0,34406.38999999999,25.18000030517578,1,1,1,0.0014316775663318745,0.33,0.33,0.33
2762,7447.2628409493445,54.78709677419355,PLx Pharma Inc.,PLXP,2014-03-13,Health Care,3,162787.0,89729.36000000002,116.80000305175781,1,1,1,-0.002105451901021912,0.6183217763900757,0.0254615060985088,0.3562167882919311
